תז,שם פרטי,שם משפחה,אימייל,ססמא,מספר טלפון,תפקיד,חוג לימודים,שפת אם,האם יש לקויות למידה,שנת לימוד
323603961,רים,לוי,reem.levi399@afeka.ac.il,RL323603!,053-681-3328,סטודנט,מדעי הנתונים,עברית,לא,1
305890707,יוסף,לוי יקוט,yosef.levi_yakut400@afeka.ac.il,YL305890!,054-138-2478,סטודנט,הנדסת תעשייה וניהול,עברית,לא,2
300022934,מוחמד,עאמר,mohammad.amer401@afeka.ac.il,MA300022!,053-728-4300,סטודנט,הנדסת תוכנה,עברית,לא,2
300735274,עידו,פרץ,ido.peretz402@afeka.ac.il,IP300735!,052-700-3320,סטודנט,הנדסת חשמל,עברית,לא,2
323640372,יעל,ח'טיב,yael.khatib403@afeka.ac.il,YK323640!,054-700-2655,סטודנט,הנדסה רפואית,עברית,כן,2
326569826,יואב,זועבי,yoav.zoabi404@afeka.ac.il,YZ326569!,054-764-6198,סטודנט,הנדסת תוכנה,עברית,לא,2
307490597,נור,עבדאללה,noor.abdalla405@afeka.ac.il,NA307490!,055-934-3872,סטודנט,הנדסת מערכות מידע,עברית,לא,2
324455508,אורי,סויסה,uri.suissa406@afeka.ac.il,US324455!,050-818-7415,סטודנט,הנדסת תעשייה וניהול,עברית,לא,1
321462984,נור,שפירא,noor.shapira407@afeka.ac.il,NS321462!,055-206-9129,סטודנט,הנדסת תוכנה,עברית,כן,1
305633366,אדיר,חסן,adir.hassan408@afeka.ac.il,AH305633!,050-941-6500,סטודנט,מדעי המחשב,ערבית,לא,1
311760196,פאטמה,ביטון,fatma.biton409@afeka.ac.il,FB311760!,053-905-2770,סטודנט,הנדסת תעשייה וניהול,ערבית,לא,1
329680639,טל,חדד,tal.hadad410@afeka.ac.il,TH329680!,054-604-7204,סטודנט,הנדסה רפואית,עברית,כן,1
305457846,אמיר,שפירא,amir.shapira411@afeka.ac.il,AS305457!,054-175-1547,סטודנט,הנדסה מכנית,ערבית,לא,1
311469180,דנה,ביטון,dana.biton412@afeka.ac.il,DB311469!,052-484-3636,סטודנט,הנדסת חשמל,עברית,לא,2
319932357,רוני,אבו,roni.abu413@afeka.ac.il,RA319932!,055-594-1507,סטודנט,הנדסת מערכות מידע,עברית,לא,2
301797032,הדר,חדד,hadar.hadad414@afeka.ac.il,HH301797!,050-439-4367,סטודנט,מדעי הנתונים,עברית,לא,2
322165987,סמי,מור,sami.mor415@afeka.ac.il,SM322165!,053-404-4891,סטודנט,הנדסת חשמל,ערבית,לא,1
301828879,יוסף,אזולאי,yosef.azoulay416@afeka.ac.il,YA301828!,053-103-8005,סטודנט,הנדסת חשמל,עברית,לא,1
306699974,מייסם,עאמר,maisam.amer417@afeka.ac.il,MA306699!,050-126-4390,סטודנט,הנדסת תוכנה,עברית,לא,1
310346623,אמיר,גבאי,amir.gabay418@afeka.ac.il,AG310346!,054-582-9013,סטודנט,הנדסה מכנית,ערבית,לא,2
329712204,דניאל,ח'טיב,daniel.khatib419@afeka.ac.il,DK329712!,054-478-4056,סטודנט,מדעי המחשב,ערבית,לא,2
328087702,שקד,שפירא,shaked.shapira420@afeka.ac.il,SS328087!,053-677-2009,סטודנט,הנדסת תוכנה,עברית,לא,2
327118026,רוני,עבדאללה,roni.abdalla421@afeka.ac.il,RA327118!,055-523-4727,סטודנט,הנדסת תעשייה וניהול,עברית,לא,2
319217102,טל,עאמר,tal.amer422@afeka.ac.il,TA319217!,052-587-5896,סטודנט,הנדסת חשמל,עברית,לא,2
319166960,תמר,חורי,tamar.khoury423@afeka.ac.il,TK319166!,055-919-3415,סטודנט,הנדסת חשמל,עברית,לא,1
327127440,יואב,רוזן,yoav.rozen424@afeka.ac.il,YR327127!,052-229-1699,סטודנט,הנדסת מערכות מידע,ערבית,לא,1
327988024,עומר,אזולאי,omer.azoulay425@afeka.ac.il,OA327988!,055-364-6238,סטודנט,הנדסת חשמל,ערבית,לא,1
328743537,מראם,חסן,maram.hassan426@afeka.ac.il,MH328743!,053-632-8506,סטודנט,הנדסת תעשייה וניהול,עברית,לא,2
303775505,מוחמד,סעיד,mohammad.said427@afeka.ac.il,MS303775!,054-253-3428,סטודנט,הנדסת חשמל,עברית,לא,1
329107639,דנה,יצחקי,dana.yitzhaki428@afeka.ac.il,DY329107!,055-452-7732,סטודנט,הנדסה מכנית,עברית,לא,2
301257139,מייסם,עאמר,maisam.amer429@afeka.ac.il,MA301257!,052-382-7602,סטודנט,הנדסת תוכנה,עברית,לא,2
313280600,אביב,מזרחי,aviv.mizrahi430@afeka.ac.il,AM313280!,053-807-4892,סטודנט,הנדסת תעשייה וניהול,עברית,לא,2
311336904,יובל,לוי,yuval.levi431@afeka.ac.il,YL311336!,053-418-5593,סטודנט,מדעי המחשב,עברית,לא,1
310082450,עמית,שלום,amit.shalom432@afeka.ac.il,AS310082!,054-892-6257,סטודנט,הנדסה מכנית,עברית,לא,1
314821549,רוני,מלכה,roni.malka433@afeka.ac.il,RM314821!,052-943-7671,סטודנט,מדעי המחשב,עברית,לא,1
326558010,שירה,חורי,shira.khoury434@afeka.ac.il,SK326558!,052-167-6097,סטודנט,הנדסת מערכות מידע,ערבית,לא,2
305829658,אחמד,לוי,ahmad.levi435@afeka.ac.il,AL305829!,052-996-4288,סטודנט,הנדסת תעשייה וניהול,עברית,לא,1
309193159,יובל,מלכה,yuval.malka436@afeka.ac.il,YM309193!,053-943-8605,סטודנט,הנדסת מערכות מידע,עברית,כן,2
312497910,מאיה,בר,maya.bar437@afeka.ac.il,MB312497!,054-708-8308,סטודנט,הנדסת תוכנה,עברית,לא,1
311551079,מראם,עבדאללה,maram.abdalla438@afeka.ac.il,MA311551!,052-957-5237,סטודנט,הנדסת חשמל,עברית,לא,1
328759879,יואב,רוזן,yoav.rozen439@afeka.ac.il,YR328759!,052-762-4688,סטודנט,מדעי הנתונים,עברית,לא,1
315908062,מאיה,כהן,maya.cohen440@afeka.ac.il,MC315908!,052-762-3837,סטודנט,הנדסת תעשייה וניהול,עברית,לא,2
314220596,אייל,אוחיון,eyal.ohayon441@afeka.ac.il,EO314220!,054-972-6713,סטודנט,מדעי המחשב,עברית,לא,2
327659281,סלים,סאלח,salim.saleh442@afeka.ac.il,SS327659!,055-506-2676,סטודנט,הנדסת תעשייה וניהול,עברית,לא,1
310015190,יובל,יצחקי,yuval.yitzhaki443@afeka.ac.il,YY310015!,050-593-2045,סטודנט,הנדסה רפואית,עברית,לא,2
322015720,ליאור,מור,lior.mor444@afeka.ac.il,LM322015!,053-292-3456,סטודנט,מדעי הנתונים,עברית,לא,1
322163719,מייסם,ג'מאל,maisam.jamal445@afeka.ac.il,MJ322163!,053-797-3292,סטודנט,הנדסת תעשייה וניהול,עברית,לא,2
313576086,שקד,סעיד,shaked.said446@afeka.ac.il,SS313576!,054-854-1578,סטודנט,מדעי הנתונים,עברית,לא,1
322544165,סלים,עאמר,salim.amer447@afeka.ac.il,SA322544!,053-619-5918,סטודנט,הנדסת תוכנה,עברית,לא,1
303275015,דניאל,יצחקי,daniel.yitzhaki448@afeka.ac.il,DY303275!,054-231-5237,סטודנט,הנדסת תוכנה,עברית,לא,1
307457590,חסן,אברהם,hassan.avraham449@afeka.ac.il,HA307457!,053-328-6031,סטודנט,הנדסת מערכות מידע,עברית,לא,2
315561224,שקד,יצחקי,shaked.yitzhaki450@afeka.ac.il,SY315561!,050-581-1879,סטודנט,הנדסת חשמל,עברית,לא,2
317778430,ליה,מסרי,lia.masri451@afeka.ac.il,LM317778!,053-523-1885,סטודנט,הנדסת תוכנה,ערבית,לא,2
304805805,טל,מנסור,tal.mansour452@afeka.ac.il,TM304805!,053-983-3954,סטודנט,הנדסת חשמל,עברית,לא,2
321290252,דניאל,חסן,daniel.hassan453@afeka.ac.il,DH321290!,050-104-8406,סטודנט,הנדסה מכנית,עברית,לא,2
316427481,אחמד,חדד,ahmad.hadad454@afeka.ac.il,AH316427!,050-232-8105,סטודנט,הנדסת מערכות מידע,עברית,לא,1
301265851,אלה,כהן,ella.cohen455@afeka.ac.il,EC301265!,055-304-7112,סטודנט,הנדסת תעשייה וניהול,עברית,לא,2
300601165,מוחמד,מלכה,mohammad.malka456@afeka.ac.il,MM300601!,050-741-5076,סטודנט,מדעי הנתונים,עברית,לא,2
312869818,אורי,דוד,uri.david457@afeka.ac.il,UD312869!,055-702-6015,סטודנט,הנדסת תוכנה,ערבית,כן,1
324421986,מיכל,מנסור,michal.mansour458@afeka.ac.il,MM324421!,055-710-9587,סטודנט,הנדסה רפואית,עברית,לא,1
316447667,אורי,אבו,uri.abu459@afeka.ac.il,UA316447!,053-868-4087,סטודנט,הנדסת תוכנה,עברית,לא,1
307664445,אביב,לוי,aviv.levi460@afeka.ac.il,AL307664!,052-844-3149,סטודנט,מדעי הנתונים,עברית,לא,1
312300767,יואב,גבאי,yoav.gabay461@afeka.ac.il,YG312300!,050-484-5190,סטודנט,הנדסת תעשייה וניהול,עברית,כן,1
301618499,דנה,לוי,dana.levi462@afeka.ac.il,DL301618!,050-526-8279,סטודנט,הנדסת מערכות מידע,ערבית,לא,1
306895265,פאטמה,אזולאי,fatma.azoulay463@afeka.ac.il,FA306895!,050-408-7895,סטודנט,הנדסת חשמל,עברית,לא,1
314053460,מייסם,שלום,maisam.shalom464@afeka.ac.il,MS314053!,050-623-2928,סטודנט,הנדסה מכנית,ערבית,כן,2
326103969,עומר,מלכה,omer.malka465@afeka.ac.il,OM326103!,053-951-9571,סטודנט,מדעי הנתונים,עברית,לא,2
318392484,יואב,מזרחי,yoav.mizrahi466@afeka.ac.il,YM318392!,054-312-8875,סטודנט,הנדסה רפואית,עברית,כן,2
328025740,רוני,גבאי,roni.gabay467@afeka.ac.il,RG328025!,055-785-9095,סטודנט,הנדסת תוכנה,עברית,לא,1
308586314,יעל,דוד,yael.david468@afeka.ac.il,YD308586!,052-567-5850,סטודנט,הנדסה מכנית,עברית,כן,1
328596720,דניאל,מזרחי,daniel.mizrahi469@afeka.ac.il,DM328596!,053-468-6123,סטודנט,הנדסת מערכות מידע,עברית,כן,2
328588333,תמר,כהן,tamar.cohen470@afeka.ac.il,TC328588!,052-779-3793,סטודנט,הנדסה רפואית,עברית,לא,1
329476747,נור,אוחיון,noor.ohayon471@afeka.ac.il,NO329476!,050-481-6615,סטודנט,הנדסת תוכנה,ערבית,לא,2
328041718,נטע,אוחיון,neta.ohayon472@afeka.ac.il,NO328041!,054-806-8835,סטודנט,הנדסת מערכות מידע,עברית,לא,1
323359584,ליה,שלום,lia.shalom473@afeka.ac.il,LS323359!,050-964-3611,סטודנט,הנדסת חשמל,עברית,לא,2
306082095,אחמד,דראושה,ahmad.darawshe474@afeka.ac.il,AD306082!,055-488-6875,סטודנט,הנדסת תעשייה וניהול,עברית,לא,1
316209463,סמי,שלום,sami.shalom475@afeka.ac.il,SS316209!,054-215-7738,סטודנט,מדעי המחשב,ערבית,לא,2
323641384,עידו,כהן,ido.cohen476@afeka.ac.il,IC323641!,055-885-4669,סטודנט,הנדסה רפואית,עברית,לא,1
314523965,נור,דוד,noor.david477@afeka.ac.il,ND314523!,052-593-6664,סטודנט,הנדסת מערכות מידע,ערבית,לא,2
300390736,נור,פרץ,noor.peretz478@afeka.ac.il,NP300390!,052-617-8688,סטודנט,מדעי המחשב,עברית,כן,2
308082988,יוסף,חסן,yosef.hassan479@afeka.ac.il,YH308082!,053-384-1824,סטודנט,מדעי הנתונים,עברית,לא,2
315404658,גל,אברהם,gal.avraham480@afeka.ac.il,GA315404!,054-920-8341,סטודנט,הנדסת חשמל,עברית,לא,2
325006070,ליה,מחאמיד,lia.mahamid481@afeka.ac.il,LM325006!,050-205-7609,סטודנט,הנדסת מערכות מידע,ערבית,לא,1
329867165,רוני,לוי יקוט,roni.levi_yakut482@afeka.ac.il,RL329867!,055-675-4389,סטודנט,מדעי המחשב,עברית,לא,1
328330592,שירה,שפירא,shira.shapira483@afeka.ac.il,SS328330!,054-439-8751,סטודנט,הנדסה רפואית,עברית,כן,1
300073717,יארא,שפירא,yara.shapira484@afeka.ac.il,YS300073!,053-463-5783,סטודנט,הנדסה רפואית,עברית,כן,2
304712692,יואב,מחאמיד,yoav.mahamid485@afeka.ac.il,YM304712!,054-209-5166,סטודנט,מדעי הנתונים,עברית,לא,1
315335919,אביב,רוזן,aviv.rozen486@afeka.ac.il,AR315335!,052-833-6536,סטודנט,הנדסת חשמל,עברית,כן,2
325908892,עלי,גבאי,ali.gabay487@afeka.ac.il,AG325908!,054-568-9260,סטודנט,הנדסת תוכנה,עברית,כן,2
318563195,לואי,פרץ,loai.peretz488@afeka.ac.il,LP318563!,054-958-8912,סטודנט,הנדסת תוכנה,עברית,לא,2
312999174,אורי,דוד,uri.david489@afeka.ac.il,UD312999!,055-720-6273,סטודנט,הנדסת מערכות מידע,עברית,לא,2
309180354,פאטמה,בר,fatma.bar490@afeka.ac.il,FB309180!,054-451-5819,סטודנט,מדעי המחשב,עברית,כן,2
310029860,מייסם,חורי,maisam.khoury491@afeka.ac.il,MK310029!,055-981-6143,סטודנט,מדעי הנתונים,עברית,לא,1
322561118,מיכל,עבדאללה,michal.abdalla492@afeka.ac.il,MA322561!,052-827-3913,סטודנט,הנדסה רפואית,עברית,לא,2
319555733,מראם,עאמר,maram.amer493@afeka.ac.il,MA319555!,055-783-7839,סטודנט,הנדסה מכנית,עברית,לא,2
303572556,נועה,סאלח,noa.saleh494@afeka.ac.il,NS303572!,050-490-3381,סטודנט,הנדסת תעשייה וניהול,עברית,לא,2
322930774,יואב,יצחקי,yoav.yitzhaki495@afeka.ac.il,YY322930!,053-249-2016,סטודנט,הנדסה מכנית,עברית,לא,1
303438658,אדיר,דראושה,adir.darawshe496@afeka.ac.il,AD303438!,055-988-4675,סטודנט,הנדסת מערכות מידע,עברית,לא,1
323251076,פאטמה,יצחקי,fatma.yitzhaki497@afeka.ac.il,FY323251!,050-490-7349,סטודנט,הנדסת מערכות מידע,עברית,לא,2
300435041,עידו,פרץ,ido.peretz498@afeka.ac.il,IP300435!,053-307-8259,סטודנט,מדעי הנתונים,עברית,לא,1
325337210,חסן,ח'טיב,hassan.khatib499@afeka.ac.il,HK325337!,055-659-4218,סטודנט,מדעי הנתונים,עברית,לא,1
306273892,סלים,ביטון,salim.biton500@afeka.ac.il,SB306273!,052-852-9418,סטודנט,הנדסת חשמל,עברית,לא,1
